component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
7,carbonic anhydrase,0.10037112982359875,0.18097681715609243,1.2287672696615235,protein/peptide,protein,unavailable,unavailable,unavailable
7,alb,0.09218294612540588,0.1662128962298986,1.1285255752221142,protein/peptide,protein,unavailable,unavailable,unavailable
7,elastase,0.0913855597033094,0.1647751475767936,1.1187637807851416,protein/peptide,protein,unavailable,unavailable,unavailable
7,pepsinogen,0.08738746576374239,0.15756627868047296,1.0698181628309937,protein/peptide,protein,unavailable,unavailable,unavailable
7,lectin,0.08684467286465648,0.15658758160468894,1.0631731629214218,protein/peptide,protein,unavailable,unavailable,unavailable
7,thaumatin,0.08480059628419821,0.15290195532744372,1.0381490907289193,protein/peptide,protein,unavailable,unavailable,unavailable
7,lactalbumin,0.0836884860016478,0.15089673550361332,1.024534371856534,protein/peptide,protein,unavailable,unavailable,unavailable
7,trierucin,0.08272239992826222,0.1491548084876733,1.0127073161211018,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,triosephosphate isomerase,0.0822391907626385,0.1482835454365457,1.0067917544634577,protein/peptide,protein,unavailable,unavailable,unavailable
7,albumin,0.08191292133243798,0.14769525672128667,1.0027974864142077,protein/peptide,protein,unavailable,unavailable,unavailable
7,urate,0.0802599503319472,0.1447148236919296,0.9825614218538866,nucleic,purine,purine base/derivative,unavailable,unavailable
7,cholesteryl oleate,0.0781363513309757,0.14088581241361556,0.9565638172551768,lipid,sterol,unavailable,unavailable,unavailable
7,succinic acid,0.07720583252355308,0.13920801589615886,0.9451721844582273,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,insulin,0.07366676913898336,0.13282681416834383,0.9018461278535086,protein/peptide,protein,unavailable,unavailable,unavailable
7,ferritin,0.06662032237294667,0.12012153217920622,0.8155818487850622,protein/peptide,protein,unavailable,unavailable,unavailable
7,pepsin,0.06563458760113629,0.1183441770585071,0.8035142490051594,protein/peptide,protein,unavailable,unavailable,unavailable
7,ceramide,0.05816881033811718,0.10488281013923337,0.7121164261500839,lipid,phospholipid,unavailable,unavailable,unavailable
7,gluth,0.05536112084643527,0.09982033142986518,0.6777440228821854,unassigned,unknown,unavailable,unavailable,unavailable
7,papain,0.04934112020382083,0.0889658102394318,0.6040457416534453,protein/peptide,protein,unavailable,unavailable,unavailable
7,sphingomyelin,0.048873167306717535,0.08812205540628838,0.5983169508675452,lipid,phospholipid,unavailable,unavailable,unavailable
7,cytosine,0.048194120047527746,0.08689768130705569,0.5900038926394251,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
7,diethylstilbestrol,0.04783969538434027,0.08625862655517615,0.5856649415241892,lipid,sterol,unavailable,unavailable,unavailable
7,malic acid,0.047445346705160735,0.08554758575158003,0.5808372310992725,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,glucose oxidase,0.04647049418479676,0.08378985216183034,0.5689028544326401,protein/peptide,protein,unavailable,unavailable,unavailable
7,chitin,0.04004135990522875,0.07219763175910869,0.4901958618056157,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
7,estradiol,0.03785438097232115,0.06825434162019477,0.4634223449893855,lipid,sterol,unavailable,unavailable,unavailable
7,glutathione,0.03760042814588203,0.0677964452677524,0.46031339402196236,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
7,estriol,0.03743024961042781,0.06748960036375543,0.458230027871431,lipid,sterol,unavailable,unavailable,unavailable
7,creatinine,0.03714211401570706,0.06697006986794866,0.45470260331578877,cofactor/small-molecule,small_nitrogenous,unavailable,unavailable,unavailable
7,histidine,0.035646806686187936,0.06427391648557515,0.43639669495521477,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
7,elaidic acid,0.032667836497645104,0.058902605590969576,0.39992743261441943,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,urea,0.029759502235134228,0.05365865666880173,0.3643229120985178,cofactor/small-molecule,small_nitrogenous,unavailable,unavailable,unavailable
7,uracil,0.028956010417594037,0.05220989952115429,0.3544863739568289,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
7,horseradish peroxidase,0.025963910791388548,0.046814915247127636,0.31785637791404886,protein/peptide,protein,unavailable,unavailable,unavailable
7,pyruvate,0.025624315562854025,0.046202599099151746,0.31369897226872223,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,thymine,0.02545932429737259,0.04590510723931253,0.31167910991228637,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
7,trielaidin,0.023116513852325042,0.04168084097579712,0.2829978666209636,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,n-acetylglucosamine,0.022463089041914044,0.040502666109709255,0.2749984845114973,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,a-dna,0.021765713713121224,0.039245245100401914,0.2664610496913844,nucleic,nucleic_acid,unavailable,unavailable,unavailable
7,b-dna,0.01901510337512003,0.03428568446695112,0.2327874230133889,nucleic,nucleic_acid,unavailable,unavailable,unavailable
7,acetyl-coa,0.01830213741159285,0.03300015235182453,0.22405912393072863,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
7,asparagine,0.0179554938954477,0.032375127602676045,0.21981543147027574,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,(+)-arabinose,0.01702062238705369,0.03068948283274655,0.20837051187165653,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,n-acetyl- d-glucosamine,0.016622405344448667,0.02997146707428465,0.20349544402062777,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,xanthine,0.015849928677918176,0.02857863261399976,0.19403860074230553,nucleic,purine,purine base/derivative,unavailable,unavailable
7,riboﬂavin,0.015730703418894647,0.028363660361115785,0.19257901673381125,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
7,cholesteryl palmitate,0.015612758074590082,0.028150995892277646,0.19113510174605414,lipid,sterol,unavailable,unavailable,unavailable
7,coenzyme a,0.015239993434019886,0.02747887275968671,0.18657162826095142,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
7,phosphatidylinositol,0.011291518659388808,0.02035947100950493,0.13823345993826996,lipid,lipid,unavailable,unavailable,unavailable
7,(-)-arabinose,0.01120225463148515,0.0201985211458845,0.13714066845491277,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,glycine,0.01102900217874897,0.019886133734127894,0.13501967067711604,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,glutamate,0.010976435338210452,0.019791351703624376,0.1343761348990814,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,myristic acid,0.010779094030353329,0.019435530245281024,0.13196023562133888,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,lactose,0.01030021085582768,0.018572067286683532,0.12609763377673583,carbohydrate,saccharide,disaccharide,unavailable,unavailable
7,12-methyltetradecanoic acid,0.010292980216254912,0.018559029890988354,0.12600911456547106,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,glycogen,0.010122161858033192,0.01825103133764809,0.12391791555227816,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
7,(+)-lactose,0.009424097196904353,0.016992367409462035,0.11537204176157775,carbohydrate,saccharide,disaccharide,unavailable,unavailable
7,acetyl coenzyme a,0.008794169659614872,0.0158565599224089,0.10766031886436457,protein/peptide,protein,unavailable,unavailable,unavailable
7,hydroxyproline,0.008479123056596758,0.015288506822177162,0.10380344333763629,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,xylanase,0.008285531343462276,0.014939446169652391,0.10143344749126668,protein/peptide,protein,unavailable,unavailable,unavailable
7,lactate,0.007994026681292654,0.014413840987780495,0.09786477800974057,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,ure,0.007354037464202288,0.013259891523160618,0.0900298776327195,unassigned,unknown,unavailable,unavailable,unavailable
7,estrone,0.007233385249840173,0.013042346360757193,0.08855282449721223,lipid,sterol,unavailable,unavailable,unavailable
7,palmitic acid,0.007049391729356529,0.012710591983049219,0.08630033201060337,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,tricaprylin,0.006917767755992497,0.012473263900733859,0.08468895998901936,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,(+)-fucose,0.00634471478063751,0.011440005595045337,0.07767350902083865,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,tricaproin,0.0058995328561384595,0.010637308565602122,0.07222348590332715,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,(+)-raffinose pentahydrate,0.0046887817717627825,0.008454231838223494,0.05740118284862704,carbohydrate,saccharide,trisaccharide,unavailable,unavailable
7,glucose,0.004666387464866082,0.008413853191577746,0.05712702641151427,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,valine,0.004469532371235688,0.008058908414640334,0.05471707948410297,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,tyrosine,0.004165336326157678,0.007510419699544233,0.050993039071194735,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
7,citrate,0.004150905631575007,0.007484400054457909,0.050816375072166006,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,isoleucine,0.004142402591733449,0.007469068423844792,0.05071227883385229,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,mannose,0.004081983485280938,0.007360128157849901,0.04997261374687441,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,arachidic acid,0.003983402892074561,0.007182379815042517,0.0487657666528076,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,β-d-glucose,0.003269983899426054,0.005896030853790949,0.040031921479777854,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,lauric acid,0.003000003818225285,0.005409236136254843,0.03672676104347411,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,(+)-glucose,0.002390708564422246,0.0043106302329898,0.02926762347324762,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,(+)-galactosamine,0.002378651166238391,0.0042888898226712885,0.02912001393381496,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
7,phosphoenolpyruvate,0.0019967644843308058,0.003600318952467868,0.0244448662467023,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,14-methylhexadecanoic acid,0.0019666144349538635,0.0035459561094578537,0.024075762163504516,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,cholesterol,0.0019185493045129102,0.0034592910062684807,0.02348733739234119,lipid,lipid,unavailable,unavailable,unavailable
7,hypoxanthine,0.0014407206105205052,0.0025977293566529142,0.017637644749497854,nucleic,purine,purine base/derivative,unavailable,unavailable
7,(+)-maltose,0.0013199839078894004,0.00238003185544414,0.01615955728848497,carbohydrate,saccharide,disaccharide,unavailable,unavailable
7,aspartic acid,0.001290116380852682,0.0023261784218031253,0.01579391191104476,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,arginine,0.0012683538145427217,0.0022869388517111383,0.015527489392612266,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,14-methylpentadecanoic acid,0.0008567250130287563,0.0015447406670468919,0.010488231595681099,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
8,melanin,0.6827449645901317,0.9999999999985354,16.37403894033853,unassigned,unknown,unavailable,unavailable,unavailable
8,myoglobin,0.3562953944473666,0.5218572276995663,8.544910567662326,protein/peptide,protein,unavailable,unavailable,unavailable
8,hemoglobin,0.31860099890190996,0.4666471602506907,7.640898773354394,protein/peptide,protein,unavailable,unavailable,unavailable
8,diethylstilbestrol,0.28549329484915537,0.4181551086504545,6.846888032154059,lipid,sterol,unavailable,unavailable,unavailable
8,horseradish peroxidase,0.27692488552616285,0.4056051672120379,6.641394802342156,protein/peptide,protein,unavailable,unavailable,unavailable
8,cytochrome c,0.2542129879120722,0.37233960130970734,6.0967031308842,protein/peptide,protein,unavailable,unavailable,unavailable
8,estriol,0.1529851205926919,0.22407359779549382,3.668989815810543,lipid,sterol,unavailable,unavailable,unavailable
8,estradiol,0.15297315191375185,0.22405606756156932,3.6687027750776298,lipid,sterol,unavailable,unavailable,unavailable
8,arachidonic acid,0.09629200694016443,0.1410365684612992,2.309338264000416,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
8,tryptophan,0.05355927651797983,0.07844697404696982,1.2844938077986912,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
8,estrone,0.05176031032000703,0.07581207186347275,1.241349816842064,lipid,sterol,unavailable,unavailable,unavailable
8,a-dna,0.048321419063425707,0.07077521119817186,1.1588760641712468,nucleic,nucleic_acid,unavailable,unavailable,unavailable
8,galactose,0.04579601688473036,0.06707631584241085,1.0983102075796902,carbohydrate,saccharide,disaccharide,unavailable,unavailable
8,aspartate,0.04125850965960519,0.06043033899827184,0.9894887239370103,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
8,alanine,0.04106618376377807,0.06014864392060503,0.9848762377659855,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
8,trilinolenin,0.04066447775006046,0.05956027485960702,0.9752422598498997,lipid,triglyceride,triacylglycerol,unavailable,unavailable
8,n-acetylglucosamine,0.040077822543830445,0.058701015199477055,0.9611727087150489,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
8,chitin,0.03890553233233996,0.05698399014284772,0.9330580735762221,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
8,b-dna,0.03812498297946734,0.05584073842609568,0.9143384254474879,nucleic,nucleic_acid,unavailable,unavailable,unavailable
8,glycogen,0.0381055382100529,0.055812258143672674,0.9138720881940611,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
8,n-acetyl- d-glucosamine,0.03758938118299449,0.05505625545770997,0.9014932707750891,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
8,ethinylestradiol,0.036293930970030856,0.05315884093230307,0.8704249314500669,lipid,sterol,unavailable,unavailable,unavailable
8,elastase,0.035457532700759145,0.05193378866147073,0.8503658778634787,protein/peptide,protein,unavailable,unavailable,unavailable
8,glutathione,0.03199004158038729,0.0468550384689323,0.7672062244424809,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
