chemical_class,molecule,band_cm,observed,reconstructed,residual
sterol_steroid,cholesteryl palmitate,1028.0,0.0299,0.03694,-0.00703
sterol_steroid,cholesteryl palmitate,1064.0,0.02604,0.02352,0.00252
sterol_steroid,cholesteryl palmitate,1092.0,0.0201,0.02735,-0.00725
sterol_steroid,cholesteryl palmitate,1132.0,0.08446,0.05202,0.03244
sterol_steroid,cholesteryl palmitate,1182.0,0.03814,0.02589,0.01224
sterol_steroid,cholesteryl stearate,574.0,0.01437,0.01954,-0.00517
sterol_steroid,cholesteryl stearate,618.0,0.01653,0.0152,0.00132
sterol_steroid,cholesteryl stearate,704.0,0.07051,0.07794,-0.00742
sterol_steroid,cholesteryl stearate,830.0,0.02404,0.02072,0.00332
sterol_steroid,cholesteryl stearate,886.0,0.02384,0.03282,-0.00899
sterol_steroid,cholesteryl stearate,928.0,0.04365,0.03159,0.01206
sterol_steroid,cholesteryl stearate,962.0,0.01657,0.02365,-0.00708
sterol_steroid,cholesteryl stearate,1032.0,0.0315,0.03582,-0.00432
sterol_steroid,cholesteryl stearate,1068.0,0.04622,0.02487,0.02135
sterol_steroid,cholesteryl stearate,1136.0,0.09152,0.05066,0.04086
sterol_steroid,cholesteryl stearate,1184.0,0.02195,0.02422,-0.00227
sterol_steroid,cholesteryl stearate,1300.0,0.04969,0.05317,-0.00348
sterol_steroid,diethylstilbestrol,506.0,0.01428,0.00695,0.00733
sterol_steroid,diethylstilbestrol,556.0,0.02269,0.03264,-0.00995
sterol_steroid,diethylstilbestrol,614.0,0.03066,0.02278,0.00788
sterol_steroid,diethylstilbestrol,636.0,0.05918,0.03821,0.02097
sterol_steroid,diethylstilbestrol,674.0,0.02265,0.0157,0.00695
sterol_steroid,diethylstilbestrol,738.0,0.02123,0.04908,-0.02785
sterol_steroid,diethylstilbestrol,816.0,0.16252,0.14676,0.01576
sterol_steroid,diethylstilbestrol,958.0,0.03354,0.02441,0.00913
sterol_steroid,diethylstilbestrol,1006.0,0.03357,0.07382,-0.04025
sterol_steroid,diethylstilbestrol,1052.0,0.03663,0.02905,0.00758
sterol_steroid,diethylstilbestrol,1112.0,0.09529,0.07801,0.01727
sterol_steroid,diethylstilbestrol,1172.0,0.05977,0.04299,0.01678
sterol_steroid,estradiol,486.0,0.02295,0.01588,0.00707
sterol_steroid,estradiol,500.0,0.03911,0.04241,-0.0033
sterol_steroid,estradiol,520.0,0.02901,0.02954,-0.00053
sterol_steroid,estradiol,550.0,0.07559,0.04915,0.02644
sterol_steroid,estradiol,574.0,0.02231,0.01616,0.00615
sterol_steroid,estradiol,628.0,0.02819,0.03002,-0.00182
sterol_steroid,estradiol,736.0,0.1094,0.09118,0.01822
sterol_steroid,estradiol,790.0,0.02436,0.02203,0.00233
sterol_steroid,estradiol,816.0,0.09542,0.10729,-0.01188
sterol_steroid,estradiol,904.0,0.04713,0.02827,0.01886
sterol_steroid,estradiol,932.0,0.04028,0.03644,0.00384
sterol_steroid,estradiol,966.0,0.06398,0.04817,0.01581
sterol_steroid,estriol,486.0,0.02227,0.01588,0.00639
sterol_steroid,estriol,500.0,0.03928,0.04249,-0.00321
sterol_steroid,estriol,520.0,0.0301,0.02959,0.00051
sterol_steroid,estriol,550.0,0.0761,0.04913,0.02697
sterol_steroid,estriol,574.0,0.02193,0.01615,0.00578
sterol_steroid,estriol,628.0,0.02858,0.03003,-0.00144
sterol_steroid,estriol,676.0,0.00809,0.01176,-0.00367
sterol_steroid,estriol,736.0,0.10955,0.09126,0.01828
sterol_steroid,estriol,790.0,0.0239,0.02207,0.00183
sterol_steroid,estriol,816.0,0.0956,0.10724,-0.01163
sterol_steroid,estriol,904.0,0.04669,0.02829,0.0184
sterol_steroid,estriol,932.0,0.03999,0.03646,0.00353
sterol_steroid,estrone,514.0,0.07001,0.0361,0.03391
sterol_steroid,estrone,590.0,0.07631,0.07165,0.00466
sterol_steroid,estrone,648.0,0.03489,0.03132,0.00357
sterol_steroid,estrone,724.0,0.22899,0.14919,0.0798
sterol_steroid,estrone,792.0,0.03878,0.03718,0.0016
sterol_steroid,estrone,830.0,0.04527,0.0375,0.00778
sterol_steroid,estrone,900.0,0.02128,0.01814,0.00315
sterol_steroid,estrone,938.0,0.04526,0.03747,0.00779
sterol_steroid,estrone,966.0,0.0619,0.05522,0.00669
sterol_steroid,estrone,1004.0,0.0441,0.06369,-0.01959
sterol_steroid,estrone,1056.0,0.01305,0.00652,0.00654
sterol_steroid,estrone,1112.0,0.02209,0.02535,-0.00326
sterol_steroid,ethinylestradiol,456.0,0.0406,0.02225,0.01835
sterol_steroid,ethinylestradiol,500.0,0.12678,0.07824,0.04853
sterol_steroid,ethinylestradiol,524.0,0.06853,0.05068,0.01785
sterol_steroid,ethinylestradiol,544.0,0.02248,0.02254,-6e-05
sterol_steroid,ethinylestradiol,594.0,0.12564,0.07541,0.05024
sterol_steroid,ethinylestradiol,618.0,0.07175,0.03073,0.04102
sterol_steroid,ethinylestradiol,714.0,0.18832,0.10282,0.0855
sterol_steroid,ethinylestradiol,734.0,0.13472,0.1276,0.00712
sterol_steroid,ethinylestradiol,790.0,0.03567,0.03605,-0.00038
sterol_steroid,ethinylestradiol,828.0,0.03184,0.03729,-0.00544
sterol_steroid,ethinylestradiol,878.0,0.01886,0.01112,0.00774
sterol_steroid,ethinylestradiol,930.0,0.07693,0.05717,0.01976
sulfur_thiol_cofactor,acetyl-coa,534.0,0.03731,0.04311,-0.0058
sulfur_thiol_cofactor,acetyl-coa,566.0,0.02827,0.02589,0.00238
sulfur_thiol_cofactor,acetyl-coa,632.0,0.07863,0.04291,0.03572
sulfur_thiol_cofactor,acetyl-coa,724.0,0.18295,0.14604,0.03691
sulfur_thiol_cofactor,acetyl-coa,806.0,0.06326,0.05641,0.00685
sulfur_thiol_cofactor,acetyl-coa,882.0,0.05115,0.05702,-0.00587
sulfur_thiol_cofactor,acetyl-coa,950.0,0.02371,0.02313,0.00058
sulfur_thiol_cofactor,acetyl-coa,1052.0,0.05064,0.04547,0.00517
sulfur_thiol_cofactor,acetyl-coa,1124.0,0.0681,0.05052,0.01758
sulfur_thiol_cofactor,acetyl-coa,1206.0,0.02536,0.00848,0.01688
sulfur_thiol_cofactor,acetyl-coa,1250.0,0.02657,0.03377,-0.00721
sulfur_thiol_cofactor,acetyl-coa,1334.0,0.11518,0.09476,0.02042
sulfur_thiol_cofactor,coenzyme a,496.0,0.01844,0.03011,-0.01167
sulfur_thiol_cofactor,coenzyme a,530.0,0.04442,0.04677,-0.00235
sulfur_thiol_cofactor,coenzyme a,558.0,0.03808,0.02792,0.01016
sulfur_thiol_cofactor,coenzyme a,664.0,0.05008,0.03836,0.01172
sulfur_thiol_cofactor,coenzyme a,724.0,0.17252,0.142,0.03052
sulfur_thiol_cofactor,coenzyme a,804.0,0.06761,0.05401,0.0136
sulfur_thiol_cofactor,coenzyme a,888.0,0.05486,0.05592,-0.00106
sulfur_thiol_cofactor,coenzyme a,1048.0,0.05612,0.04759,0.00854
sulfur_thiol_cofactor,coenzyme a,1078.0,0.04478,0.03325,0.01153
sulfur_thiol_cofactor,coenzyme a,1126.0,0.04846,0.04866,-0.0002
sulfur_thiol_cofactor,coenzyme a,1210.0,0.02833,0.02235,0.00598
sulfur_thiol_cofactor,coenzyme a,1242.0,0.03354,0.03513,-0.00159
sulfur_thiol_cofactor,ergothioneine,454.0,0.02001,0.01973,0.00028
sulfur_thiol_cofactor,ergothioneine,506.0,0.07895,0.0823,-0.00335
sulfur_thiol_cofactor,ergothioneine,550.0,0.03046,0.03125,-0.00079
sulfur_thiol_cofactor,ergothioneine,638.0,0.01888,0.01716,0.00173
sulfur_thiol_cofactor,ergothioneine,668.0,0.02127,0.02476,-0.00349
sulfur_thiol_cofactor,ergothioneine,716.0,0.05637,0.05258,0.00379
sulfur_thiol_cofactor,ergothioneine,846.0,0.0244,0.02467,-0.00027
sulfur_thiol_cofactor,ergothioneine,908.0,0.05657,0.05837,-0.0018
sulfur_thiol_cofactor,ergothioneine,962.0,0.08983,0.0895,0.00033
sulfur_thiol_cofactor,ergothioneine,1008.0,0.03948,0.03971,-0.00022
sulfur_thiol_cofactor,ergothioneine,1088.0,0.0353,0.03393,0.00137
sulfur_thiol_cofactor,ergothioneine,1206.0,0.28337,0.28097,0.00241
sulfur_thiol_cofactor,glutathione,510.0,0.09996,0.03632,0.06363
sulfur_thiol_cofactor,glutathione,624.0,0.036,0.02726,0.00874
sulfur_thiol_cofactor,glutathione,678.0,0.07823,0.02019,0.05805
sulfur_thiol_cofactor,glutathione,776.0,0.02613,0.00592,0.02022
sulfur_thiol_cofactor,glutathione,826.0,0.02302,0.01474,0.00828
sulfur_thiol_cofactor,glutathione,886.0,0.05474,0.04078,0.01396
sulfur_thiol_cofactor,glutathione,916.0,0.0732,0.02804,0.04516
sulfur_thiol_cofactor,glutathione,988.0,0.02744,0.01628,0.01115
sulfur_thiol_cofactor,glutathione,1036.0,0.04836,0.03723,0.01113
sulfur_thiol_cofactor,glutathione,1074.0,0.01442,0.02094,-0.00652
sulfur_thiol_cofactor,glutathione,1124.0,0.0102,0.03492,-0.02472
sulfur_thiol_cofactor,glutathione,1172.0,0.01791,0.00572,0.01218
